TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,PPG_Ambient,PPG_IR,PPG_Red,Heart_Rate,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2025-12-03 17:14:42.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-28A0
2025-12-03 17:14:42.024,1.8458523,0.35701507,1.4881474,1.8194139,1.7493842,0.17694783,1.1004455,1.7006979,0.892739,0.07215506,0.16585991,1.2482939,0.69627166,0.1498353,-0.02407288,0.76233315,-0.030749358,-0.06627047,-0.34917617,0.057457406,792.1612,814.7253,815.5311,806.6667,939.6337,-0.163818359375,0.204833984375,0.98162841796875,-0.067291259765625,-1.03179931640625,0.7177734375,404542.1245421245,9.173758241758242E7,5.1976410256410256E7,66.510315,1,2.0,1.0,1.0,2.0,40.00
2025-12-03 17:14:42.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-12-03 17:14:42.861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-12-03 17:14:43.026,1.8458523,0.100932665,0.24886736,1.7071053,1.7493842,0.14983143,-0.1575651,1.7998618,0.892739,0.13391437,-0.22817372,1.0554079,0.69627166,0.14670518,-0.08071443,0.4717884,-0.030749358,-0.21317695,-0.32896975,-0.026239945,830.84247,800.6227,802.6374,828.022,1497.2894,-0.1854248046875,0.18896484375,0.954345703125,-0.31402587890625,-0.91217041015625,-1.143951416015625,405347.98534798535,9.193098901098901E7,5.206021978021978E7,65.876015,1,1.0,1.0,1.0,1.0,40.00
2025-12-03 17:14:43.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-12-03 17:14:43.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-12-03 17:14:43.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-12-03 17:14:43.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-12-03 17:14:44.033,1.8458523,0.4289877,0.68801814,1.8145484,1.7493842,0.19471616,-0.004886323,1.7980423,0.892739,-0.083072945,-0.1056173,1.0459812,0.69627166,0.028209118,-0.115128905,0.38312456,-0.030749358,-0.36748654,-0.44921085,-0.010639947,835.6777,740.989,754.2857,838.0952,1113.6996,-0.17388916015625,0.20751953125,0.96453857421875,0.590667724609375,0.560760498046875,-0.10467529296875,404542.1245421245,9.224527472527473E7,5.218029304029304E7,66.994316,1,1.0,1.0,1.0,1.0,40.00
2025-12-03 17:14:44.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
